tenure_months,monthly_charges,total_charges,num_support_tickets,avg_session_minutes,logins_last_30d,discount_pct,account_age_days,churned
35.96,85.71,5784.13,10,38.24,23,17.96,1110,0
36.42,49.99,5012.37,9,41.28,33,31.28,1328,0
22.21,84.34,5136.68,8,57.77,29,15.19,1154,0
51.25,64.77,2367.2,6,52.76,42,16.15,277,1
30.48,66.1,6379.41,9,51.95,29,28.77,986,0
16.32,91.22,4655.28,7,46.57,32,9.71,738,1
28.85,84.45,4869.72,11,49.68,8,15.11,859,0
27.85,84.09,4560.47,10,30.59,20,13.3,1315,0
58.16,68.61,3699.94,7,40.67,48,19.23,244,1
30.46,57.66,3594.53,11,43.38,7,22.74,1779,0
22.86,89.42,4444.07,7,51.55,26,10.69,966,0
30.54,64.43,3354.96,6,63.83,29,19.1,596,0
33.67,93.04,5561.72,9,16.6,21,14.0,1240,0
22.14,62.63,2864.53,8,69.96,19,17.11,1389,0
49.24,40.11,3236.79,9,56.34,42,29.48,1004,1
21.3,94.32,5876.05,8,10.76,43,12.42,1107,1
53.16,71.41,4347.56,13,47.93,52,17.49,816,1
12.96,97.02,5301.22,8,41.68,37,8.52,1402,1
23.82,87.24,4728.76,7,44.85,34,12.4,1360,1
31.35,49.4,2907.35,8,47.21,25,23.92,1711,0
25.19,87.28,4442.69,10,49.59,20,11.2,1386,0
54.84,70.23,3996.35,8,38.31,37,19.68,1470,1
35.71,46.53,2652.99,8,21.43,35,23.91,1325,0
33.16,93.24,5095.21,9,45.29,20,12.23,639,0
27.4,53.73,4732.16,11,58.67,26,27.4,1168,0
31.89,94.22,4643.21,9,25.15,23,9.71,1072,0
25.01,54.94,3504.23,11,53.28,30,21.61,1252,0
29.67,89.15,4438.16,10,45.3,22,10.64,1781,0
35.31,88.01,4972.34,11,25.2,14,13.9,1234,0
17.93,81.37,4232.68,9,33.56,29,12.33,1453,0
20.61,78.69,5943.65,7,37.73,28,21.22,806,0
17.4,65.69,3741.78,10,47.45,36,16.7,1379,0
27.86,84.31,4559.02,11,49.48,21,13.03,1168,0
27.82,88.2,5230.95,6,50.95,29,14.73,827,0
23.12,53.35,2479.5,10,38.45,22,19.11,1296,0
24.59,64.1,4011.57,8,42.22,41,19.44,781,0
16.02,82.98,3992.94,7,47.91,25,11.32,965,0
22.22,79.24,4232.9,9,61.18,27,13.75,1754,0
30.65,54.42,2979.95,8,50.26,22,21.99,522,0
28.39,65.99,2594.57,7,41.36,13,16.01,1297,0
51.88,69.46,4143.26,8,24.66,36,20.51,625,1
25.57,82.43,5160.39,8,59.01,33,16.16,1066,1
41.2,90.51,5290.59,10,28.63,33,13.65,799,0
24.17,89.08,4920.47,8,49.44,16,13.09,1157,0
44.14,101.54,6371.33,8,35.51,18,14.52,1579,0
38.04,81.77,5269.94,11,31.24,31,16.88,142,0
21.03,67.75,4340.98,9,53.0,20,19.96,1721,0
31.24,68.71,1007.05,6,35.62,42,7.36,819,1
37.27,79.67,4182.4,9,53.87,43,13.57,795,1
26.16,89.47,5403.52,7,40.45,18,15.36,355,0
33.06,98.24,4701.96,7,46.22,27,8.36,1415,0
22.12,85.69,4950.9,9,56.74,18,14.21,945,0
37.95,92.9,5469.4,9,44.51,21,14.09,931,0
46.16,36.97,2738.74,7,30.67,24,30.74,617,0
22.95,93.47,4117.28,8,68.17,21,7.52,972,0
13.93,78.69,4702.96,6,24.52,29,15.97,485,0
35.6,61.15,4527.88,7,29.18,21,25.63,1225,0
43.93,43.78,3251.25,6,44.49,18,30.1,1063,0
20.74,80.05,3627.78,12,52.41,21,10.39,823,0
32.81,97.26,4313.67,9,61.79,20,7.13,1107,0
27.09,88.42,4690.9,9,30.3,17,12.36,1543,0
17.68,68.84,4757.52,9,49.49,29,20.06,1199,0
17.26,76.53,3449.86,8,42.06,26,12.13,1259,0
57.21,62.39,4084.59,7,59.69,38,24.02,1025,1
31.73,35.52,2542.84,11,58.16,31,27.37,825,0
18.96,65.24,3312.5,9,45.46,37,15.71,1629,0
41.03,41.73,4074.66,9,27.03,34,31.78,588,0
36.59,61.17,2754.63,8,59.45,38,17.54,782,1
19.92,59.13,2153.1,8,21.45,36,14.83,1408,0
21.04,76.18,5022.77,6,67.34,9,20.36,1695,0
15.96,71.71,3939.89,8,30.1,34,15.33,1502,0
28.18,65.24,5383.46,7,60.05,16,26.48,1396,0
51.46,63.8,3651.46,9,50.59,38,20.84,1763,1
20.29,81.37,5058.83,8,43.04,25,16.36,1654,0
18.16,83.07,4540.89,7,46.81,34,13.1,1266,0
29.96,51.25,3741.77,12,41.97,35,24.04,470,1
19.65,64.48,3440.39,10,44.78,12,17.96,799,0
38.24,66.07,3335.99,9,50.25,36,17.46,1367,1
28.63,55.57,2824.55,9,45.66,11,20.83,1799,0
42.86,91.81,5600.06,11,31.43,15,15.08,1099,0
30.19,90.58,5350.83,8,14.19,19,14.52,1621,0
53.83,105.25,6202.83,10,19.74,5,13.11,1070,0
47.4,36.85,4277.38,8,60.9,9,37.25,910,0
37.51,91.57,6346.38,7,31.8,23,18.45,1966,0
27.18,35.01,3183.21,12,38.39,38,29.01,903,1
27.55,83.93,5265.64,8,66.11,27,16.51,1687,0
28.07,58.71,2820.33,6,40.44,41,18.49,1262,0
18.38,74.11,4553.03,8,35.35,26,17.52,766,0
28.7,90.78,5051.77,8,55.36,27,12.67,1292,0
19.79,83.75,3582.38,10,32.63,35,8.14,1267,0
33.0,88.5,5492.22,9,46.0,19,15.84,625,0
22.18,86.59,4977.05,10,52.22,35,12.31,889,1
36.83,59.47,2957.04,9,15.33,37,18.6,1323,1
50.9,44.45,2813.05,8,51.63,43,26.45,797,1
17.46,81.65,3995.79,9,56.94,28,11.23,1015,0
11.9,77.12,4439.8,6,43.65,35,15.09,1184,0
20.02,88.14,3901.66,8,57.14,15,9.35,1098,0
35.34,88.18,5478.64,7,46.46,38,15.38,1149,0
39.03,89.28,4862.75,13,45.08,17,12.42,729,0
33.37,89.39,4969.92,10,30.35,12,13.43,1596,0
42.47,35.93,4176.13,10,40.04,25,35.35,1094,0
19.75,62.65,4795.77,10,39.77,14,23.96,912,0
28.08,60.99,3781.12,9,53.24,25,21.11,867,0
37.86,83.57,4729.47,13,40.76,21,13.92,1087,0
17.9,88.31,4287.93,8,23.19,25,9.97,837,0
22.98,86.25,4747.08,8,37.78,24,13.15,1276,0
24.04,89.22,4442.04,8,50.37,21,10.87,747,0
24.19,65.06,3850.42,8,33.87,24,19.51,994,0
18.89,83.03,3710.14,11,34.14,19,9.62,1339,0
41.62,61.04,1720.68,7,48.22,42,14.1,1081,1
27.95,51.0,3499.67,10,52.19,37,23.45,1429,0
41.54,76.73,3838.27,9,29.54,43,14.28,1029,1
30.18,50.22,3022.7,10,54.33,7,24.25,1092,0
37.95,75.58,2911.24,8,60.03,36,11.7,1142,1
29.64,86.17,4365.31,11,50.63,29,10.98,891,0
40.28,91.69,6173.31,8,25.8,21,17.88,1095,0
20.79,90.87,5326.06,4,50.93,35,13.82,979,0
16.24,93.89,4771.49,6,58.52,34,9.07,1303,1
34.78,46.93,3889.71,9,53.6,24,28.65,1293,0
19.74,96.92,5510.49,2,21.82,28,12.63,1338,0
34.48,48.0,1743.63,8,46.96,43,19.33,1269,1
28.26,88.08,4200.17,9,40.99,35,9.5,1088,0
27.2,89.48,5235.7,7,43.58,26,14.1,1308,0
21.42,65.8,2640.05,7,42.14,31,14.43,1342,0
37.38,72.83,4090.64,11,51.67,32,16.7,1246,1
24.89,90.14,5066.96,8,44.89,23,12.87,804,0
18.83,66.13,4484.21,10,54.44,27,20.02,655,0
18.4,93.75,5728.0,6,50.34,37,12.95,808,1
27.74,62.48,3722.02,7,34.4,0,22.59,1014,0
9.83,69.5,4154.73,11,42.44,33,15.61,1522,0
22.46,87.03,5403.88,6,35.91,33,15.37,1152,1
29.69,87.25,6785.03,6,47.04,19,22.01,839,0
26.85,85.98,4221.85,7,43.12,35,11.05,670,1
20.44,85.29,6088.64,6,48.84,23,19.31,980,0
25.27,61.76,3229.54,8,56.24,18,19.29,1376,0
26.77,84.13,5954.54,8,49.93,22,19.27,1166,0
30.01,61.98,4113.65,6,38.23,17,23.68,966,0
58.0,52.05,3394.25,8,43.3,42,25.7,1217,1
29.8,89.11,4955.08,9,45.97,19,13.3,765,0
23.93,85.2,5240.29,8,52.96,23,15.55,908,0
30.38,85.46,5203.88,10,30.6,43,13.87,1301,1
18.41,76.07,3949.01,7,47.57,12,15.56,1419,0
12.98,63.29,2952.98,12,42.5,32,14.15,935,0
29.97,55.44,2911.11,9,37.33,21,21.01,913,0
11.55,78.34,4475.38,9,36.16,21,14.53,1626,0
28.33,63.56,2926.43,8,34.1,22,17.33,1332,0
1.65,79.52,4609.38,3,47.75,31,15.04,1222,0
26.75,46.83,2512.52,10,31.85,38,21.61,1045,1
22.38,91.52,4854.31,9,40.99,42,9.64,1609,1
38.8,91.75,6226.77,7,49.58,27,17.76,911,0
17.21,55.54,3026.5,13,42.04,27,18.36,1055,0
26.64,68.73,3756.18,7,47.97,17,18.67,1318,0
27.77,53.59,1077.87,9,33.38,30,14.06,865,0
27.82,67.22,5348.17,7,57.8,14,25.71,931,0
28.87,64.44,4088.83,7,54.18,19,22.13,1253,0
21.11,66.94,2238.62,8,29.05,18,12.88,1094,0
38.29,44.97,2997.1,8,30.93,34,26.09,864,0
14.07,72.57,2570.81,9,47.33,36,9.3,798,0
23.29,83.22,4823.13,7,38.57,42,14.17,1587,0
12.12,97.26,5039.62,4,43.29,33,8.91,1113,1
26.94,88.0,5418.89,10,44.81,43,13.24,1245,1
37.62,84.04,5676.46,9,47.16,41,17.61,680,0
26.84,84.52,4905.43,10,39.55,24,14.35,883,0
17.61,75.85,4464.81,9,50.9,34,15.48,1148,0
26.97,92.78,5230.31,6,34.56,24,13.14,662,0
22.76,91.83,5215.16,7,40.84,41,11.48,1334,1
26.85,53.58,3748.34,12,40.45,18,23.84,1175,0
36.0,81.01,4013.09,14,50.18,29,11.29,717,0
28.89,58.1,3157.91,9,37.93,18,20.84,1636,0
44.15,82.79,1771.23,4,22.12,41,5.8,1456,1
27.31,92.22,5300.06,8,24.31,11,13.76,1066,0
32.85,50.44,2728.01,8,33.45,36,22.2,1197,0
19.59,72.84,1886.29,7,38.75,15,9.15,1183,0
27.63,89.56,4190.55,11,33.12,14,9.46,1099,0
38.89,52.54,2597.0,7,37.98,41,21.2,1140,1
19.79,86.53,4700.31,6,38.06,31,12.64,519,0
27.26,89.29,4801.03,9,65.21,21,12.11,1763,0
34.34,92.16,5606.66,9,65.03,14,14.99,1299,0
3.38,74.68,2775.03,9,30.15,35,8.12,828,0
31.63,63.29,4197.5,7,32.23,17,23.41,605,0
34.44,88.66,4231.39,12,39.15,32,9.26,849,0
20.01,90.72,4065.77,7,59.92,25,8.32,651,0
34.46,83.44,4737.79,12,34.92,20,14.28,1916,0
27.13,93.24,5841.69,8,21.57,50,12.64,1093,1
34.25,29.77,1654.68,9,52.53,46,26.68,936,1
19.76,61.2,2769.18,9,16.37,22,16.57,1296,0
21.04,79.39,5460.9,8,32.12,18,19.2,1074,0
31.29,95.65,4892.73,7,48.91,14,10.94,1320,0
15.11,90.35,7235.53,8,36.46,31,19.56,1201,1
25.58,58.16,2595.92,8,53.78,34,17.57,958,0
15.41,66.55,4754.03,11,32.4,25,20.46,1632,0
40.19,85.11,3849.03,11,48.3,53,8.64,1147,1
28.27,59.95,3297.44,7,39.7,23,20.79,1600,0
10.46,111.57,5832.8,3,44.69,51,4.38,1273,1
21.39,43.98,2560.27,11,50.65,37,22.31,382,1
9.72,74.59,3070.34,10,32.9,24,10.3,1237,0
21.75,91.84,7212.35,7,40.64,40,19.15,1299,1
63.95,62.94,3463.37,7,52.59,41,22.0,1365,1
33.93,59.42,4258.56,6,38.62,25,25.33,959,0
47.55,73.11,4774.1,9,45.54,33,20.6,851,1
34.64,93.77,4021.25,11,28.32,14,7.46,753,0
26.13,89.99,5146.99,7,58.14,28,13.43,518,0
29.11,95.56,5643.39,5,23.8,19,14.03,1257,0
23.1,79.01,4718.35,10,33.8,33,15.19,866,0
18.3,61.09,3668.06,12,52.97,31,18.48,1126,0
8.45,83.02,4581.78,4,36.38,32,13.54,1126,0
20.07,95.23,6487.05,8,23.64,44,13.92,749,1
28.18,93.52,4466.21,8,45.42,34,8.66,789,0
25.44,89.72,5260.31,6,33.18,21,14.65,1371,0
32.44,79.39,6471.69,8,23.38,29,23.27,1245,0
12.66,80.94,4728.61,5,24.13,35,14.78,1195,0
22.29,67.28,3831.49,8,28.26,19,18.8,910,0
29.58,42.65,3128.35,10,34.99,23,26.95,1529,0
15.56,77.84,4816.32,7,41.88,25,16.88,1043,0
32.48,50.16,3685.78,8,53.48,29,26.31,1245,0
26.05,59.22,5126.18,11,46.57,24,26.28,745,0
38.91,59.69,4696.75,10,34.92,33,25.2,1003,1
28.75,36.76,1743.26,10,32.57,42,23.27,932,1
30.28,79.96,4187.9,10,60.16,36,13.05,1085,0
36.29,60.77,4059.42,8,48.82,13,24.38,1404,0
15.87,82.99,3550.06,5,50.11,22,10.58,697,0
18.51,79.54,3667.02,5,40.39,23,12.92,374,0
37.07,37.29,878.75,8,38.2,32,21.8,1051,0
32.82,85.42,6208.04,8,50.14,14,20.66,1161,0
34.78,46.15,1034.23,9,44.47,14,19.0,1278,0
42.42,84.71,5962.89,12,27.2,19,19.17,1110,0
18.95,85.15,5610.2,5,45.09,34,17.13,799,0
31.73,88.6,4976.26,9,61.37,22,13.45,1371,0
41.53,49.91,2987.94,9,44.47,40,23.5,1403,1
16.01,74.32,5168.41,8,60.06,25,19.6,506,0
0.0,91.14,4360.35,9,68.27,28,6.82,1460,0
29.06,85.38,4828.52,9,35.87,27,13.74,883,0
30.64,85.87,5772.27,6,54.76,40,17.42,1241,1
27.23,64.86,3051.13,8,67.52,14,17.65,1339,0
22.71,86.9,4461.55,8,40.79,36,10.98,1530,1
3.53,101.22,5652.78,7,57.83,34,7.45,1476,1
26.9,86.72,4373.4,10,42.5,17,11.54,1208,0
26.06,95.47,5170.18,6,55.49,20,11.85,1154,0
26.84,91.05,4201.11,7,53.69,37,8.74,949,0
21.86,88.93,4873.81,6,46.01,23,12.96,1543,0
28.43,85.39,5130.31,8,41.51,32,15.01,1205,0
23.75,69.76,6052.35,10,38.1,14,25.73,752,0
21.55,79.5,5544.41,7,62.18,38,18.61,1028,0
23.09,57.57,3386.59,11,48.67,24,20.19,1313,0
31.25,93.71,4445.2,8,53.48,29,8.85,966,0
25.9,68.53,4455.49,7,57.95,16,21.21,1085,0
30.46,81.93,3852.15,11,43.93,37,10.5,1344,1
24.68,97.37,3963.87,6,19.96,48,4.21,957,1
21.59,95.06,6548.72,9,48.52,49,13.76,1081,1
41.96,94.31,6056.35,8,31.97,30,15.69,606,0
58.48,68.3,2247.8,5,29.27,44,15.07,1170,1
10.25,75.13,3491.0,10,45.59,24,11.56,1235,0
27.59,79.71,6247.74,8,38.29,25,22.1,912,0
44.04,92.96,6095.35,8,42.01,34,16.43,964,0
18.66,70.42,3256.67,9,55.33,14,14.48,455,0
18.77,90.69,6092.74,11,36.97,38,13.96,1795,1
37.79,89.83,5134.21,12,27.2,13,13.62,1268,0
26.19,60.78,5031.51,10,39.31,34,24.97,1539,0
26.87,91.99,6645.84,10,41.63,49,15.62,1451,1
37.29,97.9,5206.44,8,53.97,24,10.85,1270,0
26.64,68.85,4278.85,8,56.86,25,19.51,1049,0
35.21,91.54,5272.6,9,37.59,23,13.61,1496,0
31.96,76.32,4846.63,11,26.47,34,17.05,985,1
30.79,58.66,3571.36,7,34.17,30,21.89,450,0
23.86,98.94,5906.98,4,34.04,17,13.59,935,0
35.43,81.82,5941.76,9,44.85,33,19.92,1138,0
29.08,62.5,4288.29,8,60.58,11,23.93,1043,0
34.91,81.09,2666.92,8,52.49,40,7.77,1313,1
62.09,60.45,4243.57,8,48.27,38,25.82,433,1
58.37,67.82,5016.71,9,54.64,34,24.72,1413,1
28.78,46.47,2052.9,8,27.65,45,20.35,1054,0
19.7,49.89,2976.13,11,63.9,35,21.15,709,1
24.16,89.45,3625.94,10,32.7,23,6.81,1489,0
21.87,84.36,3633.76,11,62.48,23,8.6,654,0
32.68,91.34,5450.17,8,26.77,18,14.82,758,0
33.19,96.11,5410.48,8,72.56,19,12.26,1073,0
28.94,48.29,2816.06,11,39.81,26,22.81,682,0
53.56,73.19,2895.48,6,61.41,40,14.49,1814,1
23.34,93.14,3544.48,10,42.58,14,5.4,841,0
13.18,85.72,4461.11,6,52.93,25,12.06,1016,0
21.13,86.89,5026.25,6,56.17,26,14.2,1011,0
26.22,39.94,3001.1,13,65.35,39,25.57,1097,0
21.3,54.78,2223.12,9,39.19,41,16.41,925,0
36.7,52.15,3181.4,10,31.13,38,22.46,692,1
34.74,93.25,3991.12,13,52.53,9,7.27,1090,0
24.33,67.5,4149.74,8,37.32,16,20.02,715,0
16.54,85.18,5673.78,3,37.6,28,18.11,947,0
37.43,91.67,4883.42,11,32.01,18,11.64,516,0
26.77,92.16,5066.8,5,49.35,38,12.0,419,0
34.76,77.32,4813.32,9,52.23,34,17.69,1119,1
11.89,73.84,5287.42,6,48.44,41,19.54,1203,0
29.57,89.83,5517.07,6,36.79,28,15.43,443,0
17.26,73.39,6205.67,10,30.96,26,23.35,562,0
28.92,93.74,5541.46,7,47.49,16,13.98,1210,0
19.93,86.39,5131.4,7,33.49,23,14.76,966,0
23.56,87.72,4702.86,7,36.51,34,12.16,1103,0
27.63,66.95,3812.76,9,64.59,16,19.1,1517,0
59.53,77.91,3259.68,6,50.02,39,14.49,533,1
43.04,62.29,2652.84,7,51.66,40,17.42,1154,1
34.1,94.08,5973.4,5,29.01,30,15.92,1423,0
41.87,45.67,3060.49,6,27.98,26,27.74,1323,0
34.9,87.36,5155.31,12,44.43,7,15.09,851,0
17.07,87.23,3759.27,9,46.79,17,8.57,928,0
20.38,56.0,2456.5,9,38.25,28,17.37,1176,0
38.0,56.46,5149.25,12,27.14,31,27.81,775,1
34.41,83.11,5341.38,11,47.25,43,15.65,438,1
30.11,42.04,3604.44,12,32.02,36,27.75,1797,1
28.54,53.53,3554.12,10,49.17,25,23.53,848,0
29.3,93.4,5178.79,6,39.09,28,12.38,523,0
28.93,94.23,5473.47,7,55.08,12,13.89,1156,0
33.15,55.49,3544.81,8,48.03,20,24.04,1095,0
43.94,89.93,6799.57,8,35.95,26,20.94,861,0
36.81,50.02,2812.63,8,44.04,12,24.59,1513,0
18.39,51.42,50.0,7,32.39,44,10.08,1371,1
21.6,52.7,2769.34,11,41.74,23,19.88,845,0
41.03,92.11,5131.44,11,27.73,24,12.44,1223,0
60.42,70.8,3845.7,8,54.2,38,19.41,982,1
23.91,52.93,2758.79,10,37.25,32,19.65,30,0
45.49,67.43,2561.0,8,61.54,39,14.73,1059,1
30.71,61.23,3137.59,4,37.54,28,20.31,1268,0
9.88,97.87,6924.69,4,35.46,30,15.76,1499,1
25.18,84.2,4752.1,9,46.17,27,13.64,990,0
49.87,51.91,2947.83,8,50.05,42,23.39,418,1
15.82,80.56,4805.85,7,26.41,32,15.06,715,0
9.71,98.67,6249.5,5,58.49,33,12.22,1203,1
17.99,73.96,3513.09,7,46.09,19,14.29,898,0
38.14,50.23,3563.44,7,48.47,25,26.9,1402,0
38.94,50.67,4068.72,7,63.09,13,29.66,754,0
26.98,86.67,5271.81,7,34.45,28,15.29,1298,0
25.04,90.18,5705.38,6,38.0,26,15.87,983,0
13.73,81.94,5079.19,8,58.55,15,16.18,1248,0
40.7,83.4,6633.94,9,58.54,29,22.53,666,0
30.38,60.47,4892.95,9,28.55,16,26.36,1112,0
28.65,85.6,5011.62,9,37.01,21,14.62,1148,0
24.26,79.98,5665.5,8,60.55,26,19.45,996,1
25.42,64.41,4700.02,9,27.29,13,23.45,566,0
26.36,89.76,5709.24,5,38.48,22,16.49,1404,0
34.22,87.93,6884.35,4,50.79,43,21.67,1193,0
34.78,60.2,3459.9,7,46.15,13,22.49,1533,0
29.07,59.36,2659.78,6,30.25,24,18.77,996,0
22.71,90.82,4528.74,7,64.84,25,10.49,665,0
30.1,53.99,1696.98,7,60.4,27,17.23,709,0
21.42,66.01,2831.92,9,53.86,23,14.8,1422,0
34.59,76.43,3041.31,12,37.55,38,9.88,1176,1
34.94,80.92,4803.2,8,34.24,39,15.85,1011,1
27.59,22.19,681.48,8,40.5,48,25.98,443,1
30.53,89.57,5033.35,9,50.28,28,12.94,902,0
36.39,97.27,5173.42,9,50.2,13,11.1,1293,0
42.77,47.76,2759.63,7,45.48,42,24.16,860,1
20.47,87.61,6476.53,8,42.98,33,18.26,720,1
29.25,85.06,5018.02,9,31.68,35,14.24,1025,0
23.61,89.88,5551.71,9,56.42,42,13.01,1630,1
13.09,100.47,5281.79,7,62.5,43,6.8,540,1
46.79,74.12,4819.84,9,64.05,46,19.41,1553,1
20.23,84.62,4555.67,8,45.19,29,12.49,971,1
28.43,90.24,5692.84,5,69.03,30,15.91,77,0
23.6,52.14,1033.98,10,42.43,34,13.31,1482,0
34.3,91.22,4877.74,12,49.09,9,12.06,942,0
26.54,87.63,5603.08,8,36.12,13,16.84,1002,0
30.75,88.69,4841.38,9,33.38,24,12.64,785,0
18.68,95.03,7566.53,8,46.94,44,17.94,896,1
28.41,70.16,5019.66,6,53.53,17,23.14,1171,0
24.98,58.29,3753.43,10,62.69,27,21.41,1502,0
28.87,51.19,3002.81,10,70.1,33,21.78,517,0
30.49,64.71,4372.35,8,23.17,26,22.23,675,0
29.67,51.36,2568.52,9,44.96,29,21.05,1005,0
33.15,64.65,4534.31,7,33.64,15,24.03,1136,0
25.84,92.03,5210.16,7,47.45,44,11.55,1251,1
30.87,94.28,4479.81,10,39.95,15,9.12,1039,0
20.9,94.47,3572.62,8,54.73,23,4.84,741,0
24.18,80.21,4819.77,9,35.44,34,15.22,1460,0
31.31,57.34,4096.1,8,38.11,34,24.1,423,0
30.44,64.17,2989.82,5,58.79,16,18.89,1361,0
17.01,69.61,2738.16,8,37.04,24,12.79,1536,0
20.78,65.72,3771.43,9,40.02,25,18.29,670,0
44.99,98.02,5553.76,10,56.57,25,12.19,1458,0
27.7,88.18,5003.6,10,40.4,19,13.36,765,0
11.64,80.79,4213.59,6,43.04,41,12.23,724,0
31.46,60.51,3588.88,7,18.4,25,21.62,1738,0
29.52,43.13,3153.56,12,56.04,35,25.49,1217,0
31.22,89.72,5988.63,8,40.09,14,17.65,1260,0
36.9,92.62,4669.23,10,33.67,26,10.19,533,0
27.05,52.42,2365.01,9,46.44,25,19.53,935,0
22.35,59.78,2989.59,8,42.92,31,18.01,856,0
28.5,55.42,2900.44,8,35.54,30,20.41,1134,0
24.66,79.02,6457.09,6,62.02,33,23.21,1427,0
29.89,86.83,5117.2,10,53.6,45,12.91,1023,1
11.79,85.15,5779.14,4,26.22,21,18.31,454,0
41.8,57.19,3502.78,9,54.26,37,22.32,1385,1
39.49,47.78,2969.47,10,58.81,39,24.05,1442,1
34.31,91.58,4749.34,11,42.32,22,10.66,1175,0
26.0,84.49,4755.05,9,37.82,35,13.28,1403,1
14.22,77.62,4521.79,8,40.68,32,14.84,1280,0
17.94,94.05,5901.37,7,50.65,38,12.85,1254,1
15.65,73.21,4491.06,9,41.27,24,17.2,1048,0
39.7,37.6,2120.1,9,44.62,31,26.4,1212,0
17.27,76.67,3848.11,10,61.12,33,12.2,1224,0
16.41,81.47,3567.74,9,57.36,27,9.51,1321,0
42.33,75.84,3782.77,8,39.6,41,14.9,1243,1
31.0,82.46,4210.46,7,35.25,38,13.12,1319,1
22.05,64.93,3110.32,8,64.31,23,16.78,1124,0
46.94,53.16,2660.94,7,62.13,42,21.8,1184,1
32.95,81.14,4427.29,7,46.98,37,14.84,771,1
27.32,79.71,4324.48,7,36.06,27,14.92,663,1
29.3,53.71,2844.5,8,57.61,28,21.26,933,0
13.99,75.43,3900.31,8,48.62,33,13.62,676,0
27.2,93.01,4275.82,9,43.46,23,8.24,1433,0
29.42,90.87,4854.71,7,68.86,48,10.73,1544,1
47.23,94.73,4755.84,12,56.31,29,9.77,1492,0
33.39,50.07,4106.81,11,56.49,35,26.61,728,1
52.98,57.14,4162.46,9,61.02,37,25.8,1368,1
25.25,66.48,3955.54,7,48.25,22,19.96,969,0
37.34,52.62,3817.24,9,32.58,3,27.51,1246,0
26.69,84.35,6167.59,6,42.71,21,20.5,1120,0
31.45,90.48,4604.63,9,46.53,16,11.63,834,0
38.97,76.38,5018.01,10,15.72,40,18.46,960,1
37.25,73.58,3910.75,8,44.52,32,16.53,1052,1
24.91,88.5,5642.18,8,21.55,13,16.49,470,1
30.19,89.33,5061.9,10,41.46,22,12.92,1497,0
23.92,62.72,4046.11,8,57.87,25,21.16,1227,0
43.49,57.38,3358.94,9,52.66,38,21.94,1175,1
40.55,41.16,1754.95,8,48.32,44,22.82,1073,1
30.44,46.45,2311.21,10,63.12,22,22.5,796,0
38.42,29.81,1622.83,10,28.52,33,27.43,1144,0
27.09,46.91,2087.85,11,59.0,32,20.08,1000,0
34.06,85.36,4137.07,13,30.99,18,10.7,726,0
41.48,92.44,4980.87,12,21.73,23,11.38,1172,0
34.76,50.11,2529.17,8,27.85,15,23.0,763,0
21.02,73.15,3322.54,7,53.71,25,13.78,1292,0
33.46,92.02,5430.88,10,50.98,16,14.0,1124,0
18.33,67.27,3432.17,8,55.53,25,16.32,918,0
26.64,70.55,5599.43,6,21.69,21,24.77,1306,0
26.45,54.96,4108.56,10,35.1,27,24.45,942,0
44.06,28.73,2264.92,9,49.15,24,31.97,825,0
25.63,58.9,3536.11,9,46.13,19,21.34,1271,0
32.8,51.03,3662.39,10,60.69,29,25.07,1120,0
41.21,68.39,4266.19,10,45.28,31,19.89,1005,1
27.15,86.53,5873.7,6,26.97,32,17.75,1609,0
29.81,61.08,4062.45,6,41.52,10,24.42,874,0
31.72,88.3,5850.24,7,41.4,30,17.07,1377,0
28.29,64.16,3553.8,7,29.47,24,19.59,875,0
24.8,48.71,2559.26,10,36.9,45,20.35,1341,0
67.06,61.49,5794.22,10,53.67,35,31.05,1322,1
32.78,50.07,2813.28,7,37.43,23,23.67,659,0
64.66,98.54,3284.12,3,32.92,39,6.6,610,1
27.42,51.02,3249.6,10,25.88,37,22.53,772,0
21.04,64.83,3036.11,10,36.89,26,15.62,990,0
26.06,88.94,5696.3,5,35.9,30,16.43,1397,0
17.35,82.14,4427.9,7,19.27,34,12.87,1319,0
17.63,65.96,4241.6,10,44.27,21,19.49,1285,0
34.4,54.48,3142.15,10,47.36,37,21.3,1293,1
28.02,91.88,4427.65,8,23.89,29,9.4,855,0
18.66,94.18,5424.12,9,41.08,43,9.89,452,1
21.58,80.34,4537.03,6,39.07,14,16.43,1368,0
38.2,88.85,6436.07,8,67.14,27,19.65,1159,0
36.72,54.1,1503.12,7,57.54,43,16.14,812,1
23.5,81.56,5779.77,8,58.39,22,19.43,1324,0
33.07,92.91,4187.57,12,49.54,8,8.39,1071,0
26.68,84.04,4056.19,10,44.53,31,10.58,1097,0
31.24,87.8,5436.5,9,43.66,19,15.8,1100,0
26.03,60.43,2703.27,9,40.46,11,17.97,1157,0
44.97,53.88,2848.43,9,37.17,40,21.47,1548,1
44.9,55.92,2517.6,7,31.72,42,19.98,977,1
28.18,53.31,1301.01,9,39.63,26,15.35,1485,0
10.98,100.91,6097.76,9,44.49,41,8.96,1365,1
17.75,95.63,5782.09,4,26.06,40,12.44,1545,1
36.72,95.37,5147.9,10,48.92,9,11.84,1577,0
29.59,52.87,2599.05,8,53.6,22,21.2,1040,0
55.63,68.31,2975.54,6,41.29,40,17.18,888,1
11.45,78.45,3361.24,8,45.58,33,9.68,928,0
29.91,40.85,1960.79,9,53.75,42,22.47,1040,1
